         2641864 function calls (2203232 primitive calls) in 40.598 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     8564    0.124    0.000    0.124    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
     9181    0.122    0.000    0.122    0.000 {method 'uniform' of 'numpy.random._generator.Generator' objects}
     2048    0.005    0.000    0.120    0.000 _tensor.py:728(norm)
     2048    0.026    0.000    0.114    0.000 functional.py:1495(norm)
     4529    0.071    0.000    0.107    0.000 function_base.py:5563(append)
     4468    0.094    0.000    0.094    0.000 {method 'cumsum' of 'torch._C.TensorBase' objects}
     2048    0.090    0.000    0.090    0.000 {method 'mean' of 'torch._C.TensorBase' objects}
     2112    0.090    0.000    0.090    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
    33500    0.055    0.000    0.084    0.000 container.py:207(__iter__)
     4468    0.082    0.000    0.082    0.000 {built-in method torch.rand}
    99644    0.078    0.000    0.078    0.000 {built-in method torch._C._has_torch_function_unary}
       64    0.007    0.000    0.076    0.001 clip_grad.py:12(clip_grad_norm_)
     4468    0.073    0.000    0.073    0.000 {method 'argmax' of 'torch._C.TensorBase' objects}
     1600    0.070    0.000    0.070    0.000 {built-in method torch.clamp}
     4096    0.069    0.000    0.069    0.000 {built-in method torch.abs}
    15484    0.067    0.000    0.067    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
       49    0.000    0.000    0.065    0.001 time_aware_observation.py:69(reset)
       49    0.000    0.000    0.065    0.001 core.py:511(reset)
     4468    0.064    0.000    0.064    0.000 {method 'byte' of 'torch._C.TensorBase' objects}
       49    0.000    0.000    0.063    0.001 time_limit.py:65(reset)
       49    0.000    0.000    0.063    0.001 order_enforcing.py:58(reset)
       49    0.000    0.000    0.063    0.001 env_checker.py:53(reset)
     4517    0.059    0.000    0.061    0.000 discrete.py:94(contains)
       49    0.008    0.000    0.061    0.001 lunar_lander.py:345(reset)
     4468    0.060    0.000    0.060    0.000 {method 'float' of 'torch._C.TensorBase' objects}
     4224    0.003    0.000    0.060    0.000 module.py:2171(parameters)
     4596    0.017    0.000    0.059    0.000 _contextlib.py:141(clone)
     4224    0.003    0.000    0.057    0.000 module.py:2196(named_parameters)
     1728    0.056    0.000    0.056    0.000 {built-in method torch.log}
     4224    0.016    0.000    0.055    0.000 module.py:2157(_named_members)
    10000    0.025    0.000    0.053    0.000 grad_mode.py:183(__init__)
     1152    0.052    0.000    0.052    0.000 {built-in method torch.gather}
       64    0.002    0.000    0.048    0.001 optimizer.py:368(wrapper)
     4936    0.016    0.000    0.045    0.000 grad_mode.py:83(__exit__)
     4936    0.016    0.000    0.045    0.000 grad_mode.py:79(__enter__)
     4532    0.044    0.000    0.044    0.000 {method 'unsqueeze' of 'torch._C.TensorBase' objects}
     5248    0.043    0.000    0.043    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
    20264    0.028    0.000    0.041    0.000 _VF.py:26(__getattr__)
     4468    0.039    0.000    0.039    0.000 {built-in method torch.from_numpy}
    66316    0.038    0.000    0.038    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
       64    0.001    0.000    0.038    0.001 optimizer.py:58(_use_grad)
       64    0.001    0.000    0.036    0.001 adamw.py:151(step)
       20    0.017    0.001    0.034    0.002 random.py:380(shuffle)
       64    0.001    0.000    0.034    0.001 _compile.py:20(inner)
     4598    0.033    0.000    0.033    0.000 {built-in method numpy.array}
     4529    0.013    0.000    0.031    0.000 fromnumeric.py:1768(ravel)
      512    0.029    0.000    0.029    0.000 {method 'sum' of 'torch._C.TensorBase' objects}
14336/3968    0.018    0.000    0.029    0.000 module.py:2333(named_modules)
     4936    0.024    0.000    0.026    0.000 grad_mode.py:74(__init__)
      512    0.023    0.000    0.023    0.000 {method 'pow' of 'torch._C.TensorBase' objects}
      576    0.023    0.000    0.023    0.000 {built-in method torch.exp}
    10000    0.022    0.000    0.022    0.000 {built-in method torch._C._set_grad_enabled}
      512    0.022    0.000    0.022    0.000 {built-in method torch.min}
     1536    0.022    0.000    0.022    0.000 {method 'view' of 'torch._C.TensorBase' objects}
       64    0.004    0.000    0.021    0.000 clip_grad.py:39(<listcomp>)
    20597    0.020    0.000    0.020    0.000 {method 'insert' of 'list' objects}
       64    0.001    0.000    0.020    0.000 eval_frame.py:454(_fn)
      369    0.020    0.000    0.020    0.000 {built-in method torch.zeros}
       16    0.019    0.001    0.019    0.001 {built-in method torch.tensor}
     4936    0.014    0.000    0.018    0.000 _contextlib.py:149(__new__)
    38316    0.017    0.000    0.017    0.000 {built-in method builtins.iter}
    17900    0.013    0.000    0.017    0.000 random.py:239(_randbelow_with_getrandbits)
      490    0.002    0.000    0.017    0.000 Box2D.py:2452(CreateEdgeFixture)
       64    0.001    0.000    0.017    0.000 adamw.py:279(adamw)
     4096    0.016    0.000    0.016    0.000 {method 'type' of 'torch._C.TensorBase' objects}
       64    0.009    0.000    0.016    0.000 optimizer.py:788(zero_grad)
      490    0.003    0.000    0.015    0.000 Box2D.py:2401(__CreateShapeFixture)
       64    0.001    0.000    0.015    0.000 adamw.py:615(_fused_adamw)
       64    0.011    0.000    0.015    0.000 adamw.py:90(_init_group)
        4    0.000    0.000    0.014    0.004 training.py:12(create_envs)
    33760    0.014    0.000    0.014    0.000 {method 'values' of 'collections.OrderedDict' objects}
    24278    0.014    0.000    0.014    0.000 {built-in method builtins.getattr}
       64    0.004    0.000    0.013    0.000 functional.py:2886(kl_div)
     8068    0.012    0.000    0.013    0.000 {method 'add' of 'set' objects}
       64    0.001    0.000    0.013    0.000 decorators.py:32(disable)
      640    0.002    0.000    0.012    0.000 _tensor.py:719(__reversed__)
       64    0.002    0.000    0.011    0.000 eval_frame.py:406(__call__)
     1813    0.004    0.000    0.011    0.000 Box2D.py:99(_init_kwargs)
    15000    0.011    0.000    0.011    0.000 {built-in method torch.is_grad_enabled}
     9164    0.011    0.000    0.011    0.000 {built-in method numpy.asanyarray}
    22091    0.010    0.000    0.010    0.000 {method 'append' of 'list' objects}
        8    0.001    0.000    0.010    0.001 box.py:55(__init__)
      640    0.010    0.000    0.010    0.000 {method 'flip' of 'torch._C.TensorBase' objects}
       45    0.001    0.000    0.010    0.000 fromnumeric.py:3513(std)
       64    0.009    0.000    0.009    0.000 {built-in method torch.kl_div}
       64    0.009    0.000    0.009    0.000 {built-in method torch._foreach_norm}
        4    0.000    0.000    0.009    0.002 passive_env_checker.py:164(env_reset_passive_checker)
       45    0.001    0.000    0.009    0.000 _methods.py:204(_std)
      128    0.001    0.000    0.009    0.000 profiler.py:604(__enter__)
       32    0.001    0.000    0.009    0.000 model.py:102(__init__)
       69    0.002    0.000    0.009    0.000 model.py:215(<listcomp>)
       45    0.003    0.000    0.008    0.000 _methods.py:135(_var)
        4    0.000    0.000    0.008    0.002 module.py:1047(to)
    120/4    0.003    0.000    0.008    0.002 module.py:799(_apply)
     4730    0.003    0.000    0.008    0.000 {built-in method builtins.setattr}
     4529    0.008    0.000    0.008    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      128    0.000    0.000    0.008    0.000 _ops.py:750(__call__)
      196    0.002    0.000    0.008    0.000 Box2D.py:3155(CreateBody)
        4    0.000    0.000    0.008    0.002 registration.py:698(make)
      686    0.002    0.000    0.008    0.000 Box2D.py:2626(__init__)
       16    0.000    0.000    0.008    0.000 box.py:13(_short_repr)
      128    0.007    0.000    0.007    0.000 {built-in method torch._ops.profiler._record_function_enter_new}
      128    0.001    0.000    0.007    0.000 _foreach_utils.py:30(_group_tensors_by_device_and_dtype)
     9181    0.006    0.000    0.007    0.000 core.py:215(np_random)
       64    0.001    0.000    0.007    0.000 clip_grad.py:46(<listcomp>)
       16    0.000    0.000    0.007    0.000 arrayprint.py:1595(_array_str_implementation)
       16    0.000    0.000    0.007    0.000 arrayprint.py:561(array2string)
18872/18852    0.006    0.000    0.007    0.000 {built-in method builtins.isinstance}
        4    0.000    0.000    0.007    0.002 time_aware_observation.py:26(__init__)
     3596    0.007    0.000    0.007    0.000 {built-in method numpy.arange}
       16    0.000    0.000    0.006    0.000 arrayprint.py:506(wrapper)
       64    0.000    0.000    0.006    0.000 optimizer.py:396(_group_tensors_by_device_and_dtype)
       16    0.000    0.000    0.006    0.000 arrayprint.py:523(_array2string)
      128    0.006    0.000    0.006    0.000 {built-in method torch._C._group_tensors_by_device_and_dtype}
    10240    0.003    0.000    0.006    0.000 _tensor.py:1034(__hash__)
       64    0.000    0.000    0.005    0.000 _tensor.py:34(wrapped)
     9054    0.005    0.000    0.005    0.000 {built-in method builtins.abs}
     4517    0.005    0.000    0.005    0.000 {built-in method math.sin}
        4    0.000    0.000    0.005    0.001 lunar_lander.py:228(__init__)
      147    0.001    0.000    0.005    0.000 Box2D.py:3125(CreateDynamicBody)
       64    0.003    0.000    0.005    0.000 _tensor.py:943(__rdiv__)
       64    0.001    0.000    0.005    0.000 inspect.py:813(getsourcefile)
      139    0.003    0.000    0.005    0.000 lunar_lander.py:65(BeginContact)
    13149    0.004    0.000    0.005    0.000 {built-in method builtins.len}
       64    0.005    0.000    0.005    0.000 {built-in method torch._fused_adamw_}
      539    0.001    0.000    0.004    0.000 Box2D.py:1704(__init__)
       64    0.001    0.000    0.004    0.000 __init__.py:59(_make_grads)
      128    0.001    0.000    0.004    0.000 profiler.py:610(__exit__)
       64    0.004    0.000    0.004    0.000 {built-in method torch._foreach_mul_}
       64    0.000    0.000    0.004    0.000 skipfiles.py:404(check)
     4936    0.004    0.000    0.004    0.000 {built-in method __new__ of type object at 0x559e352e49a0}
       64    0.001    0.000    0.004    0.000 skipfiles.py:371(check_verbose)
      128    0.002    0.000    0.004    0.000 _foreach_utils.py:42(_has_foreach_support)
       49    0.000    0.000    0.004    0.000 Box2D.py:3145(CreateStaticBody)
       16    0.000    0.000    0.004    0.000 arrayprint.py:452(_get_format_function)
       98    0.001    0.000    0.003    0.000 Box2D.py:4304(__init__)
      226    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       64    0.001    0.000    0.003    0.000 optimizer.py:321(_cuda_graph_capture_health_check)
       64    0.003    0.000    0.003    0.000 {built-in method torch._foreach_add_}
       16    0.000    0.000    0.003    0.000 arrayprint.py:411(<lambda>)
       16    0.000    0.000    0.003    0.000 arrayprint.py:907(__init__)
     3840    0.003    0.000    0.003    0.000 module.py:2224(<lambda>)
      196    0.001    0.000    0.003    0.000 Box2D.py:2207(__init__)
      147    0.000    0.000    0.003    0.000 Box2D.py:1889(__init__)
      312    0.003    0.000    0.003    0.000 {method 'flatten' of 'torch._C.TensorBase' objects}
       16    0.001    0.000    0.003    0.000 arrayprint.py:934(fillFormat)
       64    0.003    0.000    0.003    0.000 {built-in method torch.ones_like}
       64    0.001    0.000    0.003    0.000 clip_grad.py:61(<listcomp>)
      192    0.001    0.000    0.003    0.000 {built-in method builtins.all}
      128    0.001    0.000    0.003    0.000 fromnumeric.py:71(_wrapreduction)
       16    0.000    0.000    0.003    0.000 arrayprint.py:780(_formatArray)
    25733    0.003    0.000    0.003    0.000 {method 'getrandbits' of '_random.Random' objects}
      128    0.000    0.000    0.003    0.000 _ops.py:512(__call__)
   152/16    0.001    0.000    0.003    0.000 arrayprint.py:789(recurser)
    10484    0.002    0.000    0.002    0.000 {built-in method builtins.id}
      637    0.002    0.000    0.002    0.000 Box2D.py:2512(CreateFixture)
      128    0.002    0.000    0.002    0.000 {built-in method torch._ops.profiler.}
       64    0.002    0.000    0.002    0.000 {built-in method torch.mean}
      974    0.001    0.000    0.002    0.000 Box2D.py:429(b2BodyCompare)
       64    0.002    0.000    0.002    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
     4517    0.002    0.000    0.002    0.000 {built-in method math.cos}
     5384    0.002    0.000    0.002    0.000 _jit_internal.py:1120(is_scripting)
     4529    0.002    0.000    0.002    0.000 function_base.py:5559(_append_dispatcher)
       64    0.000    0.000    0.002    0.000 __init__.py:128(is_available)
     3156    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
       98    0.000    0.000    0.002    0.000 Box2D.py:113(_init_jointdef_kwargs)
      128    0.000    0.000    0.002    0.000 package_importer.py:695(_patched_getfile)
      218    0.000    0.000    0.002    0.000 {built-in method builtins.next}
       20    0.000    0.000    0.002    0.000 shape_base.py:791(split)
       64    0.000    0.000    0.002    0.000 genericpath.py:16(exists)
       20    0.001    0.000    0.002    0.000 shape_base.py:731(array_split)
      539    0.002    0.000    0.002    0.000 Box2D.py:1744(__set_vertices)
     4533    0.002    0.000    0.002    0.000 multiarray.py:153(concatenate)
       64    0.002    0.000    0.002    0.000 {built-in method posix.stat}
    17900    0.002    0.000    0.002    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.002    0.000 passive_env_checker.py:205(env_step_passive_checker)
     2048    0.002    0.000    0.002    0.000 {built-in method torch.is_complex}
      109    0.000    0.000    0.002    0.000 contextlib.py:130(__enter__)
     4529    0.002    0.000    0.002    0.000 fromnumeric.py:1764(_ravel_dispatcher)
     8040    0.001    0.000    0.001    0.000 {method 'items' of 'collections.OrderedDict' objects}
       64    0.000    0.000    0.001    0.000 __init__.py:124(_nvml_based_avail)
      128    0.001    0.000    0.001    0.000 inspect.py:773(getfile)
      256    0.000    0.000    0.001    0.000 module.py:1146(convert)
       49    0.001    0.000    0.001    0.000 Box2D.py:1915(__set_vertices)
       64    0.000    0.000    0.001    0.000 skipfiles.py:304(check_file)
      128    0.001    0.000    0.001    0.000 profiler.py:593(__init__)
       49    0.001    0.000    0.001    0.000 lunar_lander.py:333(_destroy)
      109    0.000    0.000    0.001    0.000 contextlib.py:279(helper)
      686    0.001    0.000    0.001    0.000 {built-in method Box2D._Box2D.b2FixtureDef_swiginit}
      539    0.001    0.000    0.001    0.000 {built-in method Box2D._Box2D.b2EdgeShape_swiginit}
       68    0.001    0.000    0.001    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
       49    0.001    0.000    0.001    0.000 Box2D.py:2478(CreateFixturesFromShapes)
      136    0.001    0.000    0.001    0.000 arrayprint.py:1018(__call__)
       40    0.000    0.000    0.001    0.000 fromnumeric.py:2692(max)
       64    0.000    0.000    0.001    0.000 os.py:772(getenv)
     4224    0.001    0.000    0.001    0.000 _foreach_utils.py:45(<genexpr>)
       35    0.001    0.000    0.001    0.000 lunar_lander.py:75(EndContact)
       49    0.000    0.000    0.001    0.000 lunar_lander.py:61(__init__)
       16    0.001    0.000    0.001    0.000 {built-in method builtins.print}
      128    0.000    0.000    0.001    0.000 eval_frame.py:120(backend_cache_wrapper)
        8    0.000    0.000    0.001    0.000 passive_env_checker.py:116(check_obs)
      109    0.000    0.000    0.001    0.000 contextlib.py:139(__exit__)
       64    0.000    0.000    0.001    0.000 _collections_abc.py:821(get)
      109    0.001    0.000    0.001    0.000 contextlib.py:102(__init__)
       12    0.001    0.000    0.001    0.000 module.py:1690(__setattr__)
       98    0.001    0.000    0.001    0.000 Box2D.py:3318(CreateJoint)
       53    0.001    0.000    0.001    0.000 _methods.py:67(_count_reduce_items)
      256    0.001    0.000    0.001    0.000 module.py:804(compute_should_use_set_data)
      133    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
       49    0.000    0.000    0.001    0.000 Box2D.py:2887(__init__)
        8    0.000    0.000    0.001    0.000 space.py:114(__contains__)
        4    0.000    0.000    0.001    0.000 seeding.py:9(np_random)
        8    0.000    0.000    0.001    0.000 box.py:237(contains)
       64    0.000    0.000    0.001    0.000 eval_frame.py:592(__init__)
        4    0.000    0.000    0.001    0.000 inspect.py:3252(signature)
      974    0.001    0.000    0.001    0.000 {built-in method Box2D._Box2D.__bodyeq}
     2112    0.001    0.000    0.001    0.000 adamw.py:308(<genexpr>)
      108    0.000    0.000    0.001    0.000 numerictypes.py:357(issubdtype)
        4    0.000    0.000    0.001    0.000 inspect.py:2998(from_callable)
      8/4    0.000    0.000    0.001    0.000 inspect.py:2375(_signature_from_callable)
       64    0.000    0.000    0.001    0.000 os.py:675(__getitem__)
       64    0.000    0.000    0.001    0.000 functools.py:35(update_wrapper)
       36    0.000    0.000    0.001    0.000 fromnumeric.py:2836(min)
     16/4    0.000    0.000    0.001    0.000 core.py:317(get_wrapper_attr)
        4    0.000    0.000    0.001    0.000 env_checker.py:26(__init__)
        8    0.000    0.000    0.001    0.000 fromnumeric.py:3385(mean)
       32    0.000    0.000    0.001    0.000 box.py:30(is_float_integer)
       64    0.000    0.000    0.001    0.000 utils.py:741(getfile)
      640    0.000    0.000    0.001    0.000 skipfiles.py:308(<genexpr>)
       36    0.000    0.000    0.001    0.000 fromnumeric.py:2322(any)
       49    0.001    0.000    0.001    0.000 lunar_lander.py:373(<listcomp>)
      148    0.000    0.000    0.001    0.000 arrayprint.py:989(<genexpr>)
       64    0.000    0.000    0.001    0.000 graphs.py:22(is_current_stream_capturing)
      165    0.000    0.000    0.001    0.000 fromnumeric.py:537(swapaxes)
      686    0.001    0.000    0.001    0.000 Box2D.py:2650(__del__)
     2791    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      236    0.000    0.000    0.001    0.000 module.py:2277(children)
      147    0.001    0.000    0.001    0.000 Box2D.py:2654(__SetCategoryBits)
        8    0.000    0.000    0.001    0.000 _methods.py:101(_mean)
       64    0.001    0.000    0.001    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
       64    0.000    0.000    0.001    0.000 eval_frame.py:341(__init__)
      136    0.000    0.000    0.001    0.000 arrayprint.py:753(_extendLine_pretty)
       64    0.000    0.000    0.001    0.000 _trace.py:1119(is_tracing)
       94    0.000    0.000    0.001    0.000 Box2D.py:3377(<lambda>)
       90    0.000    0.000    0.000    0.000 _ufunc_config.py:452(_no_nep50_warning)
      147    0.000    0.000    0.000    0.000 Box2D.py:2658(__SetMaskBits)
       16    0.000    0.000    0.000    0.000 {method '__dir__' of 'object' objects}
      113    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.TensorBase' objects}
       16    0.000    0.000    0.000    0.000 fromnumeric.py:2421(all)
       48    0.000    0.000    0.000    0.000 _ufunc_config.py:33(seterr)
       16    0.000    0.000    0.000    0.000 record_constructor.py:22(__init__)
      196    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.b2BodyDef_swiginit}
      128    0.000    0.000    0.000    0.000 _foreach_utils.py:35(<dictcomp>)
        4    0.000    0.000    0.000    0.000 registration.py:490(_find_spec)
        4    0.000    0.000    0.000    0.000 function_base.py:24(linspace)
        4    0.000    0.000    0.000    0.000 inspect.py:2280(_signature_from_function)
      128    0.000    0.000    0.000    0.000 typing.py:306(inner)
      128    0.000    0.000    0.000    0.000 eval_frame.py:138(_set_current_backend)
      165    0.000    0.000    0.000    0.000 fromnumeric.py:53(_wrapfunc)
        8    0.000    0.000    0.000    0.000 passive_env_checker.py:63(check_space)
      539    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.new_b2EdgeShape}
      148    0.000    0.000    0.000    0.000 arrayprint.py:984(<genexpr>)
      147    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.b2PolygonShape_swiginit}
      236    0.000    0.000    0.000    0.000 module.py:2286(named_children)
      128    0.000    0.000    0.000    0.000 _foreach_utils.py:8(_get_foreach_kernels_supported_devices)
      192    0.000    0.000    0.000    0.000 base.py:125(__instancecheck__)
       24    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__enter__)
        4    0.000    0.000    0.000    0.000 registration.py:535(load_env_creator)
        4    0.000    0.000    0.000    0.000 passive_env_checker.py:18(_check_box_observation_space)
       16    0.000    0.000    0.000    0.000 box.py:302(_broadcast)
      686    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.new_b2FixtureDef}
       64    0.000    0.000    0.000    0.000 eval_frame.py:99(_maybe_init_guarded_backend_cache)
        4    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
       64    0.000    0.000    0.000    0.000 os.py:755(encode)
        4    0.000    0.000    0.000    0.000 __init__.py:108(import_module)
        4    0.000    0.000    0.000    0.000 {method 'mean' of 'numpy.generic' objects}
        8    0.000    0.000    0.000    0.000 registration.py:262(parse_env_id)
      264    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
      256    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
    36/20    0.000    0.000    0.000    0.000 copy.py:128(deepcopy)
       94    0.000    0.000    0.000    0.000 Box2D.py:3366(__SetData)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
       56    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       98    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.b2RevoluteJointDef_swiginit}
      596    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1022(_find_and_load)
      136    0.000    0.000    0.000    0.000 arrayprint.py:739(_extendLine)
      192    0.000    0.000    0.000    0.000 eval_frame.py:261(innermost_fn)
      192    0.000    0.000    0.000    0.000 inspect.py:820(<genexpr>)
       64    0.000    0.000    0.000    0.000 {built-in method torch._C._is_tracing}
       49    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.b2ContactListener_swiginit}
       24    0.000    0.000    0.000    0.000 _ufunc_config.py:435(__exit__)
      147    0.000    0.000    0.000    0.000 Box2D.py:2250(fixtures)
      165    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
       24    0.000    0.000    0.000    0.000 box.py:294(get_precision)
       49    0.000    0.000    0.000    0.000 lunar_lander.py:364(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       49    0.000    0.000    0.000    0.000 lunar_lander.py:399(<listcomp>)
      256    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
        4    0.000    0.000    0.000    0.000 order_enforcing.py:37(__init__)
      498    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       49    0.000    0.000    0.000    0.000 Box2D.py:2261(shapes)
        4    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7faf53521e10}
       16    0.000    0.000    0.000    0.000 arrayprint.py:64(_make_options_dict)
      196    0.000    0.000    0.000    0.000 Box2D.py:2238(__del__)
        8    0.000    0.000    0.000    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
      216    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
      128    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
      256    0.000    0.000    0.000    0.000 inspect.py:823(<genexpr>)
       12    0.000    0.000    0.000    0.000 inspect.py:2637(__init__)
      128    0.000    0.000    0.000    0.000 fromnumeric.py:72(<dictcomp>)
       64    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       98    0.000    0.000    0.000    0.000 Box2D.py:1946(<lambda>)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      256    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
      147    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.new_b2PolygonShape}
       48    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        4    0.000    0.000    0.000    0.000 registration.py:306(find_highest_version)
       98    0.000    0.000    0.000    0.000 Box2D.py:3589(__del__)
       64    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      128    0.000    0.000    0.000    0.000 {built-in method torch._C._get_privateuse1_backend_name}
      136    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
        4    0.000    0.000    0.000    0.000 random.py:119(__init__)
        4    0.000    0.000    0.000    0.000 time_limit.py:27(__init__)
      196    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.new_b2BodyDef}
        8    0.000    0.000    0.000    0.000 ufunclike.py:71(isposinf)
      308    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       45    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      490    0.000    0.000    0.000    0.000 Box2D.py:2246(fixtures)
        4    0.000    0.000    0.000    0.000 random.py:128(seed)
       45    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       44    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 __init__.py:119(_is_compiled)
       64    0.000    0.000    0.000    0.000 {built-in method torch._C._are_functorch_transforms_active}
      128    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
       49    0.000    0.000    0.000    0.000 {built-in method Box2D._Box2D.new_b2ContactListener}
        4    0.000    0.000    0.000    0.000 inspect.py:1959(_signature_bound_method)
